School Number,School Name,Lattitude,Longitude
1915,COTTONWOOD ELEMENTARY SCHOOL,38.451384,-107.863129
1916,COTTONWOOD CREEK ELEMENTARY SCHOOL,39.609736,-104.85826
1920,COTTONWOOD PLAINS ELEMENTARY SCHOOL,40.472745,-105.069273
1925,COUGAR RUN ELEMENTARY SCHOOL,39.556327,-104.949996
1928,COWELL ELEMENTARY SCHOOL,39.733032,-105.045654
1934,COYOTE CREEK ELEMENTARY SCHOOL,39.526418,-105.021609
1936,SANDROCK ELEMENTARY,40.521521,-107.544808
1937,COYOTE RIDGE ELEMENTARY SCHOOL,39.946768,-105.045853
1938,CRAIG MIDDLE SCHOOL,40.521684,-107.547305
1948,CRAWFORD ELEMENTARY SCHOOL,39.742156,-104.871703
1952,CRAWFORD ELEMENTARY SCHOOL,38.705461,-107.603897
1962,LAMB ELEMENTARY SCHOOL,37.846765,-106.923499
1966,CREEDE MIDDLE/HIGH SCHOOL,37.846765,-106.923499
1967,CROWLEY COUNTY ONLINE ACADEMY,38.22165,-103.756728
1970,CREEKSIDE ELEMENTARY SCHOOL,39.580323,-104.754283
1972,CREEKSIDE MIDDLE SCHOOL,39.066317,-104.84047
1976,CREIGHTON MIDDLE SCHOOL,39.722237,-105.104922
1996,CREST VIEW ELEMENTARY SCHOOL,40.050798,-105.273049
2006,CRESTED BUTTE COMMUNITY SCHOOL,38.866119,-106.977243
2012,CRESTHILL MIDDLE SCHOOL,39.547113,-104.929549
2018,CRESTONE CHARTER SCHOOL,37.989693,-105.702417
2024,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,38.75401,-105.184809
2027,POLARIS AT EBERT ELEMENTARY SCHOOL,39.749818,-104.981289
2031,CROSSROAD ALTERNATIVE SCHOOL,39.863823,-104.982078
2035,CROWN POINTE CHARTER ACADEMY,39.852623,-105.022871
2050,CROWLEY COUNTY ELEMENTARY SCHOOL,38.221939,-103.75673
2054,CROWLEY COUNTY WARD MIDDLE SCHOOL,38.226794,-103.756727
2058,CROWLEY COUNTY HIGH SCHOOL,38.22165,-103.756728
2063,CRYSTAL RIVER ELEMENTARY SCHOOL,39.394482,-107.206551
2088,CUSTER COUNTY ELEMENTARY SCHOOL,38.136291,-105.443587
2089,COYOTE RIDGE ELEMENTARY SCHOOL,40.486554,-105.084598
2091,CUSTER MIDDLE SCHOOL,38.136291,-105.443587
2092,CUSTER COUNTY HIGH SCHOOL,38.136291,-105.443587
2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,39.606419,-105.1502
2094,DAKOTA VALLEY ELEMENTARY SCHOOL,39.64473,-104.746571
2095,DALTON ELEMENTARY SCHOOL,39.659427,-104.786735
2096,CORWIN INTERNATIONAL MAGNET SCHOOL,38.234988,-104.628942
2114,DARTMOUTH ELEMENTARY SCHOOL,39.662038,-104.799783
2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,39.642331,-105.113327
2122,DE BEQUE ELEMENTARY SCHOOL,39.336832,-108.213768
2125,DENVER GREEN SCHOOL,39.707482,-104.909766
2126,DE BEQUE UNDIVIDED HIGH SCHOOL,39.336832,-108.213768
2127,DENVER LANGUAGE SCHOOL,39.723012,-104.909727
2128,INDEPENDENCE ACADEMY,39.072453,-108.549029
2130,DEER CREEK MIDDLE SCHOOL,39.586046,-105.102288
2136,DEER TRAIL ELEMENTARY SCHOOL,39.611227,-104.043467
2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,39.611227,-104.043467
2145,DSST: GREEN VALLY RANCH,39.78479,-104.780666
2148,DEL NORTE MIDDLE SCHOOL,37.674946,-106.352366
2150,DEL NORTE HIGH SCHOOL,37.678892,-106.353368
2152,DELTA ACADEMY OF APPLIED LEARNING,38.739056,-108.068816
2160,DELTA MIDDLE SCHOOL,38.734917,-108.067865
2164,DELTA HIGH SCHOOL,38.728747,-108.050617
2166,DELTA VISION SCHOOL,38.733156,-108.05062
2174,DENISON MONTESSORI SCHOOL,39.683447,-105.050917
2183,DENVER CENTER FOR INTERNATIONAL STUDIES,39.725686,-104.99485
2184,DENVER SCHOOL OF THE ARTS,39.747454,-104.905478
2185,DSST: STAPLETON,39.74001,-104.992259
2187,DENVER VENTURE CHARTER SCHOOL,39.755493,-104.985809
2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,39.742961,-104.965979
2194,DEVINNY ELEMENTARY SCHOOL,39.685084,-105.137619
2195,DISCOVERY CANYON CAMPUS SCHOOL,38.78482,-104.843319
2202,DOHERTY HIGH SCHOOL,38.896874,-104.742269
2204,DOLORES ELEMENTARY SCHOOL,37.47647,-108.494639
2205,DCIS AT FORD,39.793042,-104.816619
2206,DOLORES MIDDLE SCHOOL,37.475709,-108.493303
2208,DOLORES HIGH SCHOOL,37.475709,-108.493303
2209,DCIS AT MONTBELLO,39.786644,-104.829559
2216,DOVE CREEK HIGH SCHOOL,37.766544,-108.903985
2217,DOLORES HUERTA PREPARATORY HIGH SCHOOL,38.283532,-104.648758
2222,DOS RIOS ELEMENTARY SCHOOL,40.381148,-104.710917
2223,DSST: COLE,39.7636,-104.969624
2224,DOS RIOS ELEMENTARY SCHOOL,39.043257,-108.557005
2226,CASTLE ROCK MIDDLE SCHOOL,39.408407,-104.891836
2230,DOUGLAS COUNTY HIGH SCHOOL,39.389693,-104.859368
2232,ROCK RIDGE ELEMENTARY SCHOOL,39.371768,-104.815597
2233,CHEROKEE TRAIL ELEMENTARY SCHOOL,39.526212,-104.78657
2234,EAGLE RIDGE ELEMENTARY SCHOOL,39.546217,-104.900588
2240,DOUGLASS ELEMENTARY SCHOOL,40.002448,-105.178244
2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,38.991707,-104.865593
2258,DOULL ELEMENTARY SCHOOL,39.672871,-105.044958
2288,DRAKE JUNIOR HIGH SCHOOL,39.790931,-105.140529
2292,DRY CREEK ELEMENTARY SCHOOL,39.58204,-104.899388
2293,DELTA COUNTY VIRTUAL ACADEMY,38.739056,-108.068816
2297,DUAL IMMERSION ACADEMY SCHOOL,39.06879,-108.564454
2298,DUNN ELEMENTARY SCHOOL,40.581534,-105.091479
2300,DUNSTAN MIDDLE SCHOOL,39.682975,-105.135508
2308,DUPONT ELEMENTARY SCHOOL,39.84115,-104.917911
2318,DURANGO HIGH SCHOOL,37.289321,-107.875383
2322,DUTCH CREEK ELEMENTARY SCHOOL,39.587018,-105.0786
2328,EADS ELEMENTARY SCHOOL,38.483767,-102.781698
2332,EADS MIDDLE SCHOOL,38.483767,-102.781698
2336,EADS HIGH SCHOOL,38.482862,-102.783347
2338,EAGLE ACADEMY,39.544258,-104.930901
2340,EAGLE COUNTY CHARTER ACADEMY,39.641821,-106.573594
2343,EAGLE CREST ELEMENTARY SCHOOL,40.143148,-105.160306
2346,EAGLE VALLEY ELEMENTARY SCHOOL,39.654294,-106.819498
2349,ESCALANTE-BIGGS ACADEMY,39.791124,-104.824284
2350,EAGLE VALLEY HIGH SCHOOL,39.642323,-106.949095
2355,EAGLE VALLEY MIDDLE SCHOOL,39.654293,-106.819406
2357,EAGLECREST HIGH SCHOOL,39.626899,-104.73824
2358,EAGLEVIEW MIDDLE SCHOOL,38.923774,-104.849735
2361,EAGLEVIEW ELEMENTARY SCHOOL,39.936603,-104.933463
2364,EAGLETON ELEMENTARY SCHOOL,39.730664,-105.028634
2374,EAST ELEMENTARY SCHOOL,40.515844,-107.537687
2376,EAST GRAND MIDDLE SCHOOL,40.089933,-105.944654
2382,EAST ELEMENTARY SCHOOL,39.608685,-104.990447
2384,EAST MIDDLE SCHOOL,39.745155,-104.812857
2392,EAST MIDDLE SCHOOL,39.073398,-108.558711
2394,EAST HIGH SCHOOL,38.288556,-104.576332
2398,EAST HIGH SCHOOL,39.741013,-104.954742
2399,EAGLE RIDGE ACADEMY,39.979593,-104.782301
2410,TARVER ELEMENTARY SCHOOL,39.938656,-104.944058
2414,EAST MEMORIAL ELEMENTARY SCHOOL,40.406452,-104.669842
2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,39.67249,-104.851651
2438,EVA R BACA ELEMENTARY SCHOOL,38.283432,-104.561269
2448,EATON ELEMENTARY SCHOOL,40.525088,-104.715871
2452,EATON MIDDLE SCHOOL,40.527595,-104.724266
2456,EATON HIGH SCHOOL,40.526341,-104.717257
2481,ECKHART ELEMENTARY SCHOOL,37.163061,-104.508084
2496,EDGEWATER ELEMENTARY SCHOOL,39.751212,-105.057547
2504,EDISON ACADEMY,38.619921,-104.164545
2506,EDISON ELEMENTARY SCHOOL,39.764493,-105.040481
2510,EDISON ELEMENTARY SCHOOL,38.877591,-104.803381
2514,EDISON ELEMENTARY SCHOOL,38.619921,-104.164545
2522,HAYDEN VALLEY ELEMENTARY SCHOOL,40.488889,-107.263475
2524,EDITH WOLFORD ELEMENTARY SCHOOL,39.030075,-104.700477
2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,38.619921,-104.164545
2530,EDWARDS ELEMENTARY SCHOOL,39.644695,-106.606151
2550,EIBER ELEMENTARY SCHOOL,39.737907,-105.104858
2552,EISENHOWER ELEMENTARY SCHOOL,40.007606,-105.234774
2570,ELBERT ELEMENTARY SCHOOL,39.223241,-104.537325
2572,LEGACY ACADEMY,39.35955,-104.627496
2573,ELK CREEK ELEMENTARY,39.571256,-107.540909
2574,ELBERT JUNIOR-SENIOR HIGH SCHOOL,39.223241,-104.537325
2576,CHERRY DRIVE ELEMENTARY SCHOOL,39.904226,-104.927183
2578,SKYVIEW ELEMENTARY SCHOOL,39.918566,-104.928792
2580,HUNTERS GLEN ELEMENTARY SCHOOL,39.936744,-104.97334
2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,39.876062,-105.032426
2584,RIVERDALE ELEMENTARY SCHOOL,39.891584,-104.928649
2589,ELDORADO K-8 SCHOOL,39.921134,-105.159459
2604,ELIZABETH MIDDLE SCHOOL,39.368224,-104.60678
2608,ELIZABETH HIGH SCHOOL,39.369679,-104.606749
2616,ELK CREEK ELEMENTARY SCHOOL,39.472063,-105.373703
2618,ELKHART ELEMENTARY SCHOOL,39.740371,-104.81706
2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,38.275806,-104.596836
2638,ELLICOTT ELEMENTARY SCHOOL,38.83832,-104.386429
2640,ELLICOTT MIDDLE SCHOOL,38.83832,-104.386429
2642,ELLICOTT SENIOR HIGH SCHOOL,38.83832,-104.386429
2652,ELLIS ELEMENTARY SCHOOL,39.686586,-104.931677
2656,ELDORADO ELEMENTARY SCHOOL,39.539489,-105.003811
2702,EMERALD ELEMENTARY SCHOOL,39.919732,-105.07882
2724,NEW EMERSON SCHOOL AT COLUMBUS,39.048423,-108.556149
2746,ENGLEWOOD HIGH SCHOOL,39.647452,-104.983003
2750,ENGLEWOOD LEADERSHIP ACADEMY,39.647452,-104.983003
2752,ENGLEWOOD MIDDLE SCHOOL,39.627662,-104.991657
2755,VENTURE PREP,39.753658,-104.922265
2757,HIGH TECH EARLY COLLEGE,39.778773,-104.857199
2758,ERIE ELEMENTARY SCHOOL,40.049391,-105.055499
2760,ERIE MIDDLE SCHOOL,40.05088,-105.052737
2761,ERIE HIGH SCHOOL,40.047428,-105.018181
2788,ESTES PARK OPTIONS SCHOOL,40.35459,-105.505319
2789,ESCUELA TLATELOLCO SCHOOL,39.759706,-105.025293
2790,ESTES PARK K-5 SCHOOL,40.367633,-105.498839
2792,ESTES PARK MIDDLE SCHOOL,40.370415,-105.497621
2794,ESTES PARK HIGH SCHOOL,40.370409,-105.496719
2799,EXCEL ACADEMY CHARTER SCHOOL,39.850959,-105.127094
2800,EXPLORER ELEMENTARY SCHOOL,38.959098,-104.748636
2804,EUCLID MIDDLE SCHOOL,39.596972,-104.99704
2818,EVANS ELEMENTARY SCHOOL,37.472662,-105.876008
2820,EVERITT MIDDLE SCHOOL,39.771144,-105.10966
2825,ENG@GE ONLINE ACADEMY,40.422146,-104.69261
2832,EVERGREEN MIDDLE SCHOOL,39.677467,-105.359945
2836,EVERGREEN HIGH SCHOOL,39.622661,-105.333734
2837,EARLY COLLEGE HIGH SCHOOL AT ARVADA,39.80556,-105.050221
2840,EXPEDITIONARY LEARNING SCHOOL,39.685702,-104.922268
2850,UNIVERSITY SCHOOLS,40.410088,-104.785317
2856,FAIRMONT K-8 SCHOOL,39.720902,-104.994313
2866,FAIRMOUNT ELEMENTARY SCHOOL,39.786734,-105.178641
2876,FAIRVIEW ELEMENTARY SCHOOL,39.839152,-105.019342
2877,FALCON VIRTUAL ACADEMY,38.940809,-104.623489
2880,FAIRVIEW ELEMENTARY SCHOOL,39.733862,-105.020489
2892,FAIRVIEW HIGH SCHOOL,39.972891,-105.241376
2897,FALCON CREEK MIDDLE SCHOOL,39.607592,-104.756917
2902,FALCON ELEMENTARY SCHOOL,38.926084,-104.602872
2906,FALCON MIDDLE SCHOOL,38.96978,-104.622469
2908,FALCON HIGH SCHOOL,38.969532,-104.587164
2912,FALL RIVER ELEMENTARY SCHOOL,40.183858,-105.064458
2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,39.87081,-105.014752
2926,FIELD ELEMENTARY SCHOOL,39.62025,-104.983536
2940,FIRESIDE ELEMENTARY SCHOOL,39.968232,-105.157747
2944,FISHER'S PEAK ELEMENTARY SCHOOL,37.141656,-104.504539
2945,FOUNDATIONS ACADEMY,39.98445,-104.761619
2946,FITZMORRIS ELEMENTARY SCHOOL,39.810512,-105.1049
2952,MAMMOTH HEIGHTS ELEMENTARY,39.545379,-104.803355
2953,STONE MOUNTAIN ELEMENTARY,39.523238,-105.001304
2954,ROXBOROUGH INTERMEDIATE,39.478033,-105.072513
2956,FLAGLER ELEMENTARY SCHOOL,39.292752,-103.071093
2958,FLAGLER MIDDLE SCHOOL,39.292752,-103.071093
2960,FLAGLER SENIOR HIGH SCHOOL,39.292752,-103.071093
2961,FOCUS ACADEMY,38.394921,-105.12169
2963,FALCON BLUFFS MIDDLE SCHOOL,39.563578,-105.101479
2964,FLAGSTAFF CHARTER ACADEMY,40.143216,-105.124507
2965,FLAGSTONE ELEMENTARY SCHOOL,39.36871,-104.790973
2970,FLATIRONS ELEMENTARY SCHOOL,40.007773,-105.285555
2980,FLEMING ELEMENTARY SCHOOL,40.684628,-102.840957
2988,FLEMING HIGH SCHOOL,40.684628,-102.840957
2995,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,39.752903,-104.866345
2998,FLETCHER PRIMARY SCHOOL,39.752903,-104.866345
3002,FLORENCE HIGH SCHOOL,38.37973,-105.111619
3012,FLORIDA MESA ELEMENTARY SCHOOL,37.226769,-107.795721
3022,FOOTHILL ELEMENTARY SCHOOL,40.035005,-105.28412
3025,FOOTHILLS ELEMENTARY SCHOOL,39.702315,-105.146261
3027,EAGLESIDE ELEMENTARY SCHOOL,38.68288,-104.700684
3030,FOX RIDGE MIDDLE SCHOOL,39.5901,-104.681639
3032,FORCE ELEMENTARY SCHOOL,39.688829,-105.047961
3038,FORD ELEMENTARY SCHOOL,39.793042,-104.816619
3046,FORT COLLINS HIGH SCHOOL,40.541077,-105.03884
3050,FORT LEWIS MESA ELEMENTARY SCHOOL,37.145646,-108.12185
3054,SHERIDAN ELEMENTARY,39.65331,-105.032149
3066,FORT LUPTON MIDDLE SCHOOL,40.078876,-104.812926
3070,FORT LUPTON HIGH SCHOOL,40.076832,-104.812492
3074,FORT MORGAN MIDDLE SCHOOL,40.250003,-103.806231
3078,FORT MORGAN HIGH SCHOOL,40.261209,-103.793388
3088,FOSTER ELEMENTARY SCHOOL,39.793764,-105.076194
3090,LOCHBUIE ELEMENTARY SCHOOL,40.004252,-104.721561
3102,ARAGON ELEMENTARY SCHOOL,38.682069,-104.700678
3104,FOOTHILLS ELEMENTARY SCHOOL,38.931354,-104.84292
3105,FOSSIL RIDGE HIGH SCHOOL,40.511461,-105.019903
3106,FOUNTAIN MIDDLE SCHOOL,38.686323,-104.704609
3108,MESA ELEMENTARY SCHOOL,38.704412,-104.700716
3110,FOUNTAIN-FORT CARSON HIGH SCHOOL,38.671592,-104.684189
3130,FOWLER JUNIOR HIGH SCHOOL,38.127876,-104.029758
3134,FOWLER HIGH SCHOOL,38.127222,-104.030551
3138,FOX CREEK ELEMENTARY SCHOOL,39.546685,-104.911484
3144,FRANCIS M. DAY ELEMENTARY SCHOOL,39.824129,-105.008223
3162,FRANKLIN MIDDLE SCHOOL,40.424715,-104.73514
3172,FRANKTOWN ELEMENTARY SCHOOL,39.380181,-104.750774
3175,FREEDOM ELEMENTARY SCHOOL,38.936244,-104.732197
3182,FRASER VALLEY ELEMENTARY SCHOOL,39.948648,-105.819544
3192,FREDERICK ELEMENTARY SCHOOL,40.095938,-104.934168
3194,COAL RIDGE MIDDLE SCHOOL,40.11685,-104.938304
3196,FREDERICK SENIOR HIGH SCHOOL,40.098636,-104.932933
3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,39.719363,-105.19085
3206,FREED MIDDLE SCHOOL,38.285906,-104.616725
3211,GARDEN PARK HIGH SCHOOL,38.442011,-105.240104
3216,FREMONT ELEMENTARY SCHOOL,39.813153,-105.133906
3218,FREMONT ELEMENTARY SCHOOL,38.906338,-104.770403
3220,COTOPAXI ELEMENTARY SCHOOL,38.377109,-105.689889
3224,FREMONT ELEMENTARY SCHOOL,38.395101,-105.122434
3226,FREMONT MIDDLE SCHOOL,38.391775,-105.120669
3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,38.377109,-105.689889
3234,FRENCH ELEMENTARY SCHOOL,38.769193,-104.727372
3238,FRONTIER ELEMENTARY SCHOOL,38.947556,-104.755394
3241,FRONTIER VALLEY ELEMENTARY SCHOOL,39.501824,-104.715506
3244,FRUITA MIDDLE SCHOOL,39.161444,-108.729027
3262,FRUITVALE ELEMENTARY SCHOOL,39.089617,-108.49658
3272,FULTON ELEMENTARY SCHOOL,39.727538,-104.870632
3281,GRAHAM MESA ELEMENTARY SCHOOL,39.533,-107.783304
3286,GALETON ELEMENTARY SCHOOL,40.522287,-104.585104
3296,GARDEN PLACE ELEMENTARY SCHOOL,39.77707,-104.985867
3306,GARDNER ELEMENTARY SCHOOL,37.783154,-105.167526
3320,GARFIELD ELEMENTARY SCHOOL,40.399073,-105.087526
3325,KAPLAN ACADEMY OF COLORADO,39.535333,-107.783357
3330,GARNET MESA ELEMENTARY SCHOOL,38.738874,-108.059951
3340,ARCHULETA ELEMENTARY SCHOOL,39.794766,-104.809171
3350,GATEWAY SCHOOL,38.683062,-108.973209
3354,GATEWAY HIGH SCHOOL,39.69314,-104.819246
3360,GALILEO SCHOOL OF MATH AND SCIENCE,38.855558,-104.794256
3378,GEORGE WASHINGTON HIGH SCHOOL,39.70477,-104.91298
3385,GEORGETOWN COMMUNITY SCHOOL,39.71323,-105.694404
3392,GIBERSON ELEMENTARY SCHOOL,38.791598,-104.750137
3398,GILCREST ELEMENTARY SCHOOL,40.28723,-104.77766
3426,GILPIN ELEMENTARY SCHOOL,39.7578,-104.975877
3439,GLOBAL VILLAGE ACADEMY,39.899695,-104.993112
3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,39.706259,-105.121906
3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,39.54517,-107.327448
3464,GLENWOOD SPRINGS MIDDLE SCHOOL,39.563079,-107.359537
3468,GLENWOOD SPRINGS HIGH SCHOOL,39.538032,-107.32506
3469,GLADE PARK COMMUNITY SCHOOL,38.993734,-108.747561
3470,GLOBE CHARTER SCHOOL,38.864029,-104.765813
3471,GLOBAL VILLAGE ACADEMY,39.70799,-104.791132
3472,GODDARD MIDDLE SCHOOL,39.616912,-105.03705
3478,GODSMAN ELEMENTARY SCHOOL,39.690845,-105.012964
3482,GOLD CAMP ELEMENTARY SCHOOL,38.80889,-104.860129
3488,GOLD HILL ELEMENTARY SCHOOL,40.063894,-105.411999
3502,GOLDEN HIGH SCHOOL,39.746139,-105.211182
3512,GOLDRICK ELEMENTARY SCHOOL,39.697616,-105.015663
3522,FOX MEADOW MIDDLE SCHOOL,38.782977,-104.799962
3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,39.619001,-105.099331
3539,BEAR CREEK ELEMENTARY SCHOOL,39.066317,-104.84047
3542,GRANADA ELEMENTARY SCHOOL,38.061511,-102.30626
3546,GRANADA UNDIVIDED HIGH SCHOOL,38.061511,-102.30626
3556,GRANBY ELEMENTARY SCHOOL,40.087955,-105.945167
3570,GRAND JUNCTION HIGH SCHOOL,39.080005,-108.564482
3572,GRAND LAKE ELEMENTARY SCHOOL,40.249572,-105.831433
3578,BEA UNDERWOOD ELEMENTARY SCHOOL,39.42934,-108.043639
3584,GRAND MESA MIDDLE SCHOOL,39.089181,-108.468727
3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,39.452663,-108.053475
3586,GRAND VALLEY HIGH SCHOOL,39.445258,-108.055219
3589,GRANDVIEW HIGH SCHOOL,39.594842,-104.7488
3592,GRANT ELEMENTARY SCHOOL,38.896429,-104.767082
3600,GRANT MIDDLE SCHOOL,39.684866,-104.979322
3603,L.W. ST. JOHN ELEMENTARY SCHOOL,39.39595,-108.10574
3604,GRANDE RIVER VIRTUAL ACADEMY,39.065358,-108.557097
3605,GRANT RANCH K-8 SCHOOL,39.618372,-105.064988
3610,GREELEY CENTRAL HIGH SCHOOL,40.415323,-104.701742
3614,GREELEY WEST HIGH SCHOOL,40.399817,-104.734994
3620,GREEN ACRES ELEMENTARY SCHOOL,40.25841,-103.792031
3622,GREEN GABLES ELEMENTARY SCHOOL,39.678857,-105.094354
3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,39.699711,-105.132251
3628,GREEN MOUNTAIN HIGH SCHOOL,39.692554,-105.14668
3638,GREENLEE K-8 SCHOOL,39.734498,-105.001591
3639,GIRLS ATHLETIC LEADERSHIP SCHOOL,39.712811,-104.95915
3641,GREEN VALLEY ELEMENTARY SCHOOL,39.772967,-104.749447
3647,GREENWOOD ECE-8,39.787022,-104.817956
3648,GREENWOOD ELEMENTARY SCHOOL,39.615901,-104.922806
3655,GREENLEE ELEMENTARY SCHOOL,39.734498,-105.001591
3672,PAWNEE ELEMENTARY SCHOOL,40.867545,-104.226244
3681,GUFFEY CHARTER SCHOOL,38.75313,-105.521133
3690,GUNNISON ELEMENTARY SCHOOL,38.555145,-106.935997
3694,GUNNISON HIGH SCHOOL,38.54771,-106.936212
3697,GUNNISON MIDDLE SCHOOL,38.555145,-106.935997
3701,GUNNISON VALLEY SCHOOL,38.549815,-106.940113
3704,GUST ELEMENTARY SCHOOL,39.667692,-105.031774
3710,GYPSUM ELEMENTARY SCHOOL,39.645969,-106.951332
3724,HAAFF ELEMENTARY SCHOOL,38.29669,-104.598658
3726,HACKBERRY HILL ELEMENTARY SCHOOL,39.834913,-105.077701
3729,HAGEN EARLY EDUCATION CENTER,40.646148,-103.197124
3746,HAMILTON MIDDLE SCHOOL,39.660331,-104.891269
3754,HANOVER ELEMENTARY SCHOOL,38.585222,-104.460261
3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,38.585222,-104.460261
3778,HARRINGTON ELEMENTARY SCHOOL,39.768138,-104.958283
3787,HARRIS BILINGUAL ELEMENTARY SCHOOL,40.574253,-105.070138
3791,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,40.578484,-105.110458
3792,HARRIS PARK ELEMENTARY SCHOOL,39.832708,-105.046286
3802,HARRISON SCHOOL,38.466217,-105.208654
3806,HARRISON HIGH SCHOOL,38.791324,-104.794346
3846,HAXTUN ELEMENTARY SCHOOL,40.645739,-102.628501
3850,HAXTUN HIGH SCHOOL,40.647032,-102.630106
3860,HAYDEN MIDDLE SCHOOL,40.493973,-107.261681
3862,HAYDEN HIGH SCHOOL,40.493973,-107.261681
3870,HIGH SCHOOL PREPARATORY ACADEMY,38.79607,-104.79385
3880,HEATH MIDDLE SCHOOL,40.413878,-104.714753
3882,HEATHERWOOD ELEMENTARY SCHOOL,40.058207,-105.172833
3890,HUNT ELEMENTARY SCHOOL,38.824981,-104.807755
3900,HENDERSON ELEMENTARY SCHOOL,39.921678,-104.844031
3920,HENRY ELEMENTARY SCHOOL,38.851256,-104.732523
3924,HERITAGE ELEMENTARY SCHOOL,38.256154,-104.637042
3926,HERITAGE ELEMENTARY SCHOOL,39.595982,-104.909482
3928,HERITAGE ELEMENTARY SCHOOL,39.531493,-104.950571
3930,HERITAGE HIGH SCHOOL,39.584287,-105.004898
3940,HIGH PEAKS ELEMENTARY SCHOOL,40.003738,-105.243862
3950,HIGHLAND ELEMENTARY SCHOOL,39.597034,-104.979695
3958,HIGHLAND ELEMENTARY SCHOOL,40.639894,-104.755392
3961,HIGHLAND MIDDLE SCHOOL,40.58238,-104.736059
3962,HIGHLAND HIGH SCHOOL,40.582364,-104.736059
3967,HIGHLAND ELEMENTARY SCHOOL,39.537018,-107.766335
3976,HIGHLAND PARK ELEMENTARY SCHOOL,38.22107,-104.659572
3980,HIGHLANDS RANCH HIGH SCHOOL,39.544258,-104.930901
3985,HIGH PLAINS ELEMENTARY SCHOOL,38.946447,-104.783538
3987,HIGHLINE ACADEMY CHARTER SCHOOL,39.677137,-104.930746
3988,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,39.703816,-104.860025
3990,HILL CAMPUS OF ARTS AND SCIENCES,39.723765,-104.934882
3995,HOPE ON-LINE,39.560197,-104.865436
4000,HILLCREST ELEMENTARY SCHOOL,39.883936,-104.999959
4024,HINKLEY HIGH SCHOOL,39.734891,-104.809935
4044,HOEHNE ELEMENTARY SCHOOL,37.281931,-104.382736
4045,HOEHNE JUNIOR HIGH SCHOOL,37.276267,-104.430042
4048,HOEHNE HIGH SCHOOL,37.276267,-104.430042
4058,HOLLY HIGH SCHOOL,38.12535,-102.309743
4062,HOLLY HILLS ELEMENTARY SCHOOL,39.662861,-104.917233
4069,HOLLY JUNIOR HIGH SCHOOL,38.12535,-102.309743
4070,HOLMES MIDDLE SCHOOL,38.865969,-104.855941
4074,HOLM ELEMENTARY SCHOOL,39.685872,-104.887411
4076,HOLYOKE ELEMENTARY SCHOOL,40.579595,-102.298996
4078,HOMESTEAD ELEMENTARY SCHOOL,39.581327,-104.909052
4079,HOLYOKE JUNIOR HIGH SCHOOL,40.581614,-102.297001
4080,HOLYOKE SENIOR HIGH SCHOOL,40.581614,-102.297001
4084,LINCOLN PARK PRESCHOOL,39.071592,-108.544252
4085,HORIZONS EXPLORATORY ACADEMY,38.52826,-105.996229
4090,MANN MIDDLE SCHOOL,38.868177,-104.805323
4100,HORIZON MIDDLE SCHOOL,39.643385,-104.769866
4102,HORIZON MIDDLE SCHOOL,38.861551,-104.706348
4108,HORIZON HIGH SCHOOL,39.943027,-104.926166
4124,HOTCHKISS ELEMENTARY SCHOOL,38.802556,-107.715083
4128,HOTCHKISS HIGH SCHOOL,38.790632,-107.69736
4138,HOWBERT ELEMENTARY SCHOOL,38.865045,-104.86787
4140,HOWELL K-8 SCHOOL,39.777251,-104.833699
4148,HUDSON ELEMENTARY SCHOOL,40.069526,-104.640502
4158,GENOA-HUGO ELEMENTARY SCHOOL,39.137969,-103.470958
4160,GENOA-HUGO MIDDLE SCHOOL,39.137969,-103.470958
4161,HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL,37.619983,-104.788596
4162,GENOA-HUGO SENIOR HIGH SCHOOL,39.137969,-103.470958
4172,HULSTROM OPTIONS K-8 SCHOOL,39.905823,-104.964796
4179,IGNACIO ACADEMY,37.120378,-107.634578
4182,CEDAREDGE ELEMENTARY SCHOOL,38.904637,-107.925375
4187,SILVER HILLS MIDDLE SCHOOL,39.921367,-104.996751
4190,HUTCHINSON ELEMENTARY SCHOOL,39.681534,-105.144769
