School Number,School Name,Lattitude,Longitude
4202,HYGIENE ELEMENTARY SCHOOL,40.191467,-105.178111
4212,CARLSON ELEMENTARY SCHOOL,39.741929,-105.51924
4216,CLEAR CREEK HIGH SCHOOL,39.718608,-105.408076
4227,IDALIA ELEMENTARY SCHOOL,39.70268,-102.235049
4231,IDALIA JUNIOR-SENIOR HIGH SCHOOL,39.70268,-102.235049
4250,IGNACIO ELEMENTARY SCHOOL,37.115088,-107.632473
4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,38.92398,-104.692359
4252,IGNACIO INTERMEDIATE SCHOOL,37.117182,-107.638765
4254,IGNACIO JUNIOR HIGH SCHOOL,37.120378,-107.634578
4258,IGNACIO HIGH SCHOOL,37.119329,-107.635257
4270,IOWA ELEMENTARY SCHOOL,39.687258,-104.794095
4271,LEGEND HIGH SCHOOL,39.49877,-104.754709
4276,INDEPENDENCE ELEMENTARY SCHOOL,39.630805,-104.798618
4277,INDIAN PEAKS CHARTER SCHOOL,40.089791,-105.944208
4278,INDIAN PEAKS ELEMENTARY SCHOOL,40.143167,-105.117423
4280,INDIAN RIDGE ELEMENTARY SCHOOL,39.620513,-104.796314
4282,IRISH ELEMENTARY SCHOOL,40.593532,-105.121181
4292,IRON HORSE ELEMENTARY SCHOOL,39.504255,-104.754621
4302,IRVING ELEMENTARY SCHOOL,38.286318,-104.634723
4306,AVERY/PARSONS ELEMENTARY SCHOOL,38.843364,-106.127352
4316,NEWTON MIDDLE SCHOOL,39.595158,-104.94119
4326,IVER C. RANUM HIGH SCHOOL,39.841731,-105.015764
4332,IVY STOCKWELL ELEMENTARY SCHOOL,40.302029,-105.08112
4333,IMAGINE CHARTER,40.11685,-104.938304
4346,TALBOTT ELEMENTARY SCHOOL,38.73493,-104.720439
4356,JACKSON ELEMENTARY SCHOOL,40.396028,-104.711775
4358,JACKSON ELEMENTARY SCHOOL,38.891842,-104.8387
4369,INSIGHT SCHOOL OF COLORADO AT JULESBURG,40.990689,-102.266496
4376,JAMES H RISLEY MIDDLE SCHOOL,38.276117,-104.586799
4378,JAMES IRWIN CHARTER HIGH SCHOOL,38.798826,-104.72826
4379,JAMES IRWIN CHARTER MIDDLE SCHOOL,38.798826,-104.72826
4380,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,38.810198,-104.749902
4385,JAMAICA CHILD DEVELOPMENT CENTER,39.729224,-104.863171
4386,JAMESTOWN ELEMENTARY SCHOOL,40.114814,-105.388035
4394,JANITELL JUNIOR HIGH SCHOOL,38.721637,-104.700145
4402,JEFFERSON ACADEMY CHARTER SCHOOL,39.877336,-105.083846
4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,39.877336,-105.083846
4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,39.877336,-105.083846
4418,JEFFERSON MIDDLE SCHOOL,38.045825,-103.720228
4422,JEFFERSON HIGH SCHOOL,39.750361,-105.072022
4424,JENKINS MIDDLE SCHOOL,38.926129,-104.73879
4426,JEWELL ELEMENTARY SCHOOL,39.682097,-104.819128
4438,JOHN EVANS MIDDLE SCHOOL,40.391065,-104.702784
4444,JOHN F KENNEDY HIGH SCHOOL,39.662807,-105.067294
4447,JOHN WESLEY POWELL MIDDLE SCHOOL,39.572691,-104.979396
4450,JOHNSON ELEMENTARY SCHOOL,39.683814,-105.029806
4456,JOHNSON ELEMENTARY SCHOOL,40.530164,-105.102338
4458,JOHNSON ELEMENTARY SCHOOL,38.491111,-107.838702
4465,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,39.818278,-105.032817
4474,JORDAHL ELEMENTARY SCHOOL,38.671482,-104.679219
4478,SHERIDAN GREEN ELEMENTARY SCHOOL,39.895762,-105.062651
4488,JULESBURG ELEMENTARY SCHOOL,40.98767,-102.270276
4492,JULESBURG HIGH SCHOOL,40.990689,-102.266496
4495,JUMP START LEARNING CENTER,38.066348,-103.217867
4498,KAISER ELEMENTARY SCHOOL,39.634262,-105.042251
4502,KARVAL ELEMENTARY SCHOOL,38.740214,-103.535628
4504,KARVAL ONLINE EDUCATION,38.740214,-103.535628
4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,38.740214,-103.535628
4507,KIPP MONTBELLO COLLEGE PREP,39.74001,-104.992259
4510,KATHRYN SENOR ELEMENTARY SCHOOL,39.580763,-107.531969
4516,KEARNEY MIDDLE SCHOOL,39.808318,-104.917557
4526,HOFF ELEMENTARY SCHOOL,40.110143,-104.509066
4530,KELLER ELEMENTARY SCHOOL,38.905686,-104.758917
4536,KEMP ELEMENTARY SCHOOL,39.819924,-104.908107
4546,KEMPER ELEMENTARY SCHOOL,37.350923,-108.576931
4548,KEN CARYL MIDDLE SCHOOL,39.580767,-105.069382
4549,KENDALLVUE ELEMENTARY SCHOOL,39.631392,-105.151564
4550,KENDRICK LAKES ELEMENTARY SCHOOL,39.691719,-105.105274
4646,KENTON ELEMENTARY SCHOOL,39.735643,-104.860002
4656,KEPNER MIDDLE SCHOOL,39.700081,-105.027434
4670,PLATTE VALLEY HIGH SCHOOL,40.388428,-104.554624
4680,SALIDA MIDDLE SCHOOL,38.526782,-105.993572
4686,RAY E KILMER ELEMENTARY SCHOOL,39.093637,-104.749062
4690,KIM ELEMENTARY SCHOOL,37.245979,-103.35301
4694,KIM UNDIVIDED HIGH SCHOOL,37.245979,-103.35301
4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,40.494648,-105.048682
4700,KING-MURPHY ELEMENTARY SCHOOL,39.693391,-105.413243
4724,KIOWA ELEMENTARY SCHOOL,39.346533,-104.460442
4726,KIOWA MIDDLE SCHOOL,39.346533,-104.460442
4728,KIOWA HIGH SCHOOL,39.346533,-104.460442
4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,39.708357,-105.010987
4732,KIPP SUNSHINE PEAK ACADEMY,39.70981,-105.010987
4738,KIT CARSON ELEMENTARY SCHOOL,38.766203,-102.795128
4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,38.766203,-102.795128
4762,KNAPP ELEMENTARY SCHOOL,39.708051,-105.046058
4782,HALLETT FUNDAMENTAL ACADEMY,39.759284,-104.918731
4785,KNOWLEDGE QUEST ACADEMY,40.323919,-104.835178
4792,KOHL ELEMENTARY SCHOOL,39.928785,-105.081797
4793,KRUSE ELEMENTARY SCHOOL,40.527043,-105.048439
4795,KUNSMILLER CREATIVE ARTS ACADEMY,39.675831,-105.040642
4802,KULLERSTRAND ELEMENTARY SCHOOL,39.768236,-105.135072
4830,KYFFIN ELEMENTARY SCHOOL,39.720048,-105.158777
4836,LA JARA ELEMENTARY SCHOOL,37.275383,-105.95764
4838,JUNE CREEK ELEMENTARY SCHOOL,39.640974,-106.572894
4841,LA JUNTA INTERMEDIATE SCHOOL,37.979762,-103.538972
4842,LA JUNTA MIDDLE SCHOOL,37.971435,-103.539475
4843,LA JUNTA PRIMARY SCHOOL,37.982384,-103.557718
4844,LA JUNTA HIGH SCHOOL,37.971435,-103.539475
4852,PETE MIRICH ELEMENTARY SCHOOL,40.351199,-104.705661
4854,NORTH VALLEY MIDDLE SCHOOL,40.352334,-104.704639
4860,LA VETA ELEMENTARY SCHOOL,37.504672,-105.0084
4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,37.504672,-105.0084
4874,LAFAYETTE ELEMENTARY SCHOOL,39.998306,-105.095706
4878,ANGEVINE MIDDLE SCHOOL,39.986943,-105.106412
4899,LAKE CITY COMMUNITY SCHOOL,38.03144,-107.315919
4901,LAKE COUNTY MIDDLE SCHOOL,39.245787,-106.305355
4904,LAKE COUNTY HIGH SCHOOL,39.243945,-106.3039
4908,LAKE GEORGE CHARTER SCHOOL,38.989748,-105.365739
4910,LAKE MIDDLE SCHOOL,39.746599,-105.034573
4942,LAKEWOOD HIGH SCHOOL,39.72912,-105.10555
4950,LANDMARK ACADEMY AT REUNION,39.889092,-104.796241
4956,LAMAR MIDDLE SCHOOL,38.08298,-102.618998
4960,LAMAR HIGH SCHOOL,38.071672,-102.627917
4965,LAMBORN VISION SCHOOL,38.880344,-107.579849
4970,LANSING ELEMENTARY SCHOOL,39.724017,-104.859294
4973,LAREDO ELEMENTARY SCHOOL,39.738289,-104.800618
4975,LAREDO MIDDLE SCHOOL,39.623925,-104.80428
4980,LARKSPUR ELEMENTARY SCHOOL,39.231568,-104.904808
4983,LAS ANIMAS A+ DISTANCE LEARNING SCHOOL,38.069888,-103.229283
4986,LAS ANIMAS MIDDLE SCHOOL,38.071675,-103.228883
4990,LAS ANIMAS HIGH SCHOOL,38.069888,-103.229283
5004,LASLEY ELEMENTARY SCHOOL,39.691085,-105.065586
5014,LAUREL ELEMENTARY SCHOOL,40.575265,-105.063497
5015,LA JUNTA JR/SR HIGH SCHOOL,37.971435,-103.539475
5018,LAURENE EDMONDSON ELEMENTARY SCHOOL,40.442386,-105.080025
5024,LAWRENCE ELEMENTARY SCHOOL,39.797846,-105.085561
5033,JAMES MADISON CHARTER ACADEMY SCHOOL,38.725766,-104.715102
5036,LEAWOOD ELEMENTARY SCHOOL,39.60656,-105.065653
5043,LEGACY HIGH SCHOOL,39.943186,-105.020545
5045,LEGACY POINT ELEMENTARY SCHOOL,39.485227,-104.78373
5048,LEMUEL PITTS MIDDLE SCHOOL,38.240938,-104.658358
5050,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,40.07644,-104.813365
5058,LEROY DRIVE ELEMENTARY SCHOOL,39.889059,-104.969277
5068,LESHER MIDDLE SCHOOL,40.568987,-105.066871
5078,LETFORD ELEMENTARY SCHOOL,40.336175,-104.919077
5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,37.47154,-108.664389
5093,MONUMENT CHARTER ACADEMY,39.091535,-104.871574
5096,LEWIS-PALMER ELEMENTARY SCHOOL,39.098769,-104.851217
5098,LEWIS-PALMER MIDDLE SCHOOL,39.101803,-104.860037
5100,LEWIS-PALMER HIGH SCHOOL,39.078545,-104.856701
5114,JEFFERSON INTERMEDIATE SCHOOL,38.045825,-103.720228
5119,LIBERTY ELEMENTARY SCHOOL,39.656062,-102.623841
5120,LIBERTY COMMON CHARTER SCHOOL,40.564592,-105.029747
5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,39.656062,-102.623841
5126,LIBERTY HIGH SCHOOL,38.959037,-104.738579
5132,LIMON ELEMENTARY SCHOOL,39.268979,-103.689211
5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,39.268979,-103.689211
5145,LINCOLN CHARTER ACADEMY,39.823101,-105.072032
5154,LINCOLN ELEMENTARY SCHOOL,38.733277,-108.061426
5158,LINCOLN ELEMENTARY SCHOOL,39.703585,-104.981575
5162,LINCOLN ELEMENTARY SCHOOL,38.871432,-104.822976
5166,LINCOLN ELEMENTARY SCHOOL,38.432768,-105.239467
5168,LINCOLN MIDDLE SCHOOL,40.596959,-105.1059
5170,LINCOLN ELEMENTARY SCHOOL,40.425467,-105.08987
5181,RED HAWK ELEMENTARY,40.04592,-105.059949
5190,LINCOLN ELEMENTARY SCHOOL,38.090996,-102.627402
5196,LINTON ELEMENTARY SCHOOL,40.532775,-105.032688
5199,JEFFERSON ELEMENTARY SCHOOL,40.418072,-104.683697
5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,39.041143,-108.517409
5221,LITTLE INDIANS PRESCHOOL,40.123387,-102.731067
5222,LITTLE ELEMENTARY SCHOOL,39.853892,-105.069021
5224,LITTLETON HIGH SCHOOL,39.613226,-104.985457
5229,LITTLETON ACADEMY,39.573452,-105.002235
5233,LITTLETON PREP CHARTER SCHOOL,39.62282,-105.025932
5234,LIVERMORE ELEMENTARY SCHOOL,40.78781,-105.252649
5235,LOVELAND CLASSICAL SCHOOL,40.378428,-105.130712
5236,LOIS LENSKI ELEMENTARY SCHOOL,39.601045,-104.931032
5238,LONE STAR MIDDLE SCHOOL,40.35191,-102.845566
5244,LOMA ELEMENTARY SCHOOL,39.202462,-108.812905
5246,LOMA LINDA ELEMENTARY SCHOOL,40.181284,-105.083985
5254,LONE STAR ELEMENTARY SCHOOL,40.35191,-102.845566
5255,LAKE INTERNATIONAL SCHOOL,39.746599,-105.034573
5258,LONE STAR UNDIVIDED HIGH SCHOOL,40.35191,-102.845566
5259,STEM MIDDLE & HIGH SCHOOL,39.556301,-104.996945
5268,LONGFELLOW ELEMENTARY SCHOOL,38.532008,-106.000165
5282,LONGMONT HIGH SCHOOL,40.17659,-105.121285
5284,LONGMONT ESTATES ELEMENTARY SCHOOL,40.186213,-105.14808
5286,SUNSET MIDDLE SCHOOL,40.145514,-105.121479
5288,LONGS PEAK MIDDLE SCHOOL,40.183468,-105.116811
5292,LOPEZ ELEMENTARY SCHOOL,40.532314,-105.087773
5298,LOTUS SCHOOL FOR EXCELLENCE,39.711182,-104.860187
5302,LOUISVILLE ELEMENTARY SCHOOL,39.974829,-105.137781
5306,LOUISVILLE MIDDLE SCHOOL,39.983978,-105.132167
5312,BILL REED MIDDLE SCHOOL,40.395512,-105.080498
5316,LOVELAND HIGH SCHOOL,40.421672,-105.091168
5335,LUCILE ERWIN MIDDLE SCHOOL,40.439558,-105.113563
5342,LOWRY ELEMENTARY SCHOOL,39.712277,-104.896172
5350,LUKAS ELEMENTARY SCHOOL,39.872376,-105.104425
5354,LUMBERG ELEMENTARY SCHOOL,39.749428,-105.070986
5361,LYN KNOLL ELEMENTARY SCHOOL,39.718446,-104.841864
5364,LYONS ELEMENTARY SCHOOL,40.225289,-105.268416
5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,40.214616,-105.26375
5388,M. SCOTT CARPENTER MIDDLE SCHOOL,39.823741,-105.001985
5393,THOMPSON INTEGRATED EARLY CHILDHOOD,40.384218,-105.097121
5404,MADISON ELEMENTARY SCHOOL,38.861645,-104.748824
5405,EDCSD: COLORADO CYBER SCHOOL,39.363078,-104.861729
5412,MADISON ELEMENTARY SCHOOL,40.427394,-104.718242
5414,MADISON EXPLORATORY SCHOOL,38.432799,-105.24377
5418,MALLEY DRIVE ELEMENTARY SCHOOL,39.904234,-104.971642
5422,MANASSA ELEMENTARY SCHOOL,37.171892,-105.937328
5430,MANNY MARTINEZ MIDDLE SCHOOL,39.731459,-104.994137
5436,MANAUGH ELEMENTARY SCHOOL,37.344448,-108.580973
5446,MANCOS ELEMENTARY SCHOOL,37.34506,-108.291879
5448,MANUAL HIGH SCHOOL,39.75698,-104.96582
5450,MANCOS MIDDLE SCHOOL,37.34495,-108.293573
5452,MANCOS HIGH SCHOOL,37.345048,-108.292667
5453,MOUNTAIN MIDDLE SCHOOL,37.299136,-107.871786
5454,MANDALAY MIDDLE SCHOOL,39.871795,-105.072255
5460,MANITOU SPRINGS ELEMENTARY SCHOOL,38.855799,-104.914295
5464,MANITOU SPRINGS MIDDLE SCHOOL,38.856205,-104.902935
5468,MANITOU SPRINGS HIGH SCHOOL,38.856107,-104.902634
5472,MANNING OPTIONS SCHOOL,39.76187,-105.133079
5498,MANZANOLA ELEMENTARY SCHOOL,38.107072,-103.86945
5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,38.10521,-103.866369
5524,MAPLE GROVE ELEMENTARY SCHOOL,39.760006,-105.147223
5552,MAPLEWOOD MIDDLE SCHOOL,40.419766,-104.711312
5572,HOPKINS ELEMENTARY SCHOOL,39.587471,-104.981526
5574,TWAIN ELEMENTARY SCHOOL,39.590751,-104.969749
5576,TWAIN ELEMENTARY SCHOOL,38.850426,-104.767438
5577,MARBLE CHARTER SCHOOL,39.071828,-107.192193
5578,MARRAMA ELEMENTARY SCHOOL,39.771864,-104.766492
5579,MARSH ELEMENTARY SCHOOL,37.579525,-106.138368
5580,MARSHDALE ELEMENTARY SCHOOL,39.587239,-105.302467
5596,MARTENSEN ELEMENTARY SCHOOL,39.77927,-105.070195
5602,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,38.734203,-104.699254
5604,KING ELEMENTARY SCHOOL,38.920514,-104.769239
5605,MARTIN LUTHER KING JR. EARLY COLLEGE,39.780048,-104.760222
5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,39.991143,-105.248602
5607,SAGE CANYON ELEMENTARY,39.392597,-104.827588
5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,39.708357,-105.010987
5610,MARTINEZ ELEMENTARY SCHOOL,38.922329,-104.749388
5615,MARY E PENNOCK ELEMENTARY SCHOOL,39.981938,-104.776778
5620,MAPLEWOOD ELEMENTARY SCHOOL,40.419766,-104.711312
5644,MAXWELL ELEMENTARY SCHOOL,39.783492,-104.822657
5656,MAYBELL ELEMENTARY SCHOOL,40.517745,-108.084268
5660,MCAULIFFE ELEMENTARY SCHOOL,40.427921,-104.766353
5666,MC CLAVE ELEMENTARY SCHOOL,38.138866,-102.849994
5670,MC CLAVE UNDIVIDED HIGH SCHOOL,38.138866,-102.849994
5685,MC GLONE ELEMENTARY SCHOOL,39.780473,-104.838449
5688,MCGRAW ELEMENTARY SCHOOL,40.520705,-105.088072
5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,39.694583,-104.983971
5704,MCKINLEY ELEMENTARY SCHOOL,38.431504,-105.21441
5706,MC ELWAIN ELEMENTARY SCHOOL,39.869207,-104.984825
5716,MC MEEN ELEMENTARY SCHOOL,39.69861,-104.9216
5722,MEAD HIGH SCHOOL,40.185898,-104.998341
5726,MEAD ELEMENTARY SCHOOL,40.233218,-105.001713
5730,MEAD MIDDLE SCHOOL,40.233202,-105.003044
5742,HOMESTAKE PEAK SCHOOL,39.620527,-106.476307
5744,MEADOW POINT ELEMENTARY SCHOOL,39.625907,-104.779866
5745,MEADOW VIEW ELEMENTARY SCHOOL,39.411397,-104.902277
5750,MEEKER ELEMENTARY SCHOOL,40.037384,-107.907164
5751,MEADOWOOD CHILD DEVELOPMENT CENTER,39.656673,-104.794939
5752,MEEKER ELEMENTARY SCHOOL,40.402277,-104.727438
5754,BARONE MIDDLE SCHOOL,40.041909,-107.903122
5758,MEIKLEJOHN ELEMENTARY,39.847475,-105.150236
5762,MEEKER HIGH SCHOOL,40.042105,-107.905868
5777,MELVIN HENDRICKSON DEVELOPMENT CENTER,38.070756,-102.621558
5779,MERIDIAN RANCH INTERNATIONAL SCHOOL,38.980989,-104.588936
5802,MERINO ELEMENTARY SCHOOL,40.482766,-103.35598
5806,MERINO JUNIOR SENIOR HIGH SCHOOL,40.482766,-103.35598
5814,THORNTON MIDDLE SCHOOL,39.868303,-104.975625
5816,THORNTON HIGH SCHOOL,39.864394,-104.97785
5826,MERRILL MIDDLE SCHOOL,39.688391,-104.945357
5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,39.080149,-108.570897
5834,MESA ELEMENTARY SCHOOL,39.861932,-105.034401
5836,MESA ELEMENTARY SCHOOL,37.341352,-108.596884
5838,MESA ELEMENTARY SCHOOL,39.972358,-105.260102
5840,MESA ELEMENTARY SCHOOL,37.678695,-106.352569
5841,MESA RIDGE HIGH SCHOOL,38.720068,-104.708031
5842,MESA VIEW ELEMENTARY SCHOOL,39.033942,-108.502837
5843,LONE TREE ELEMENTARY,39.537558,-104.88068
5850,MIAMI/YODER ELEMENTARY SCHOOL,38.825128,-104.091889
5854,MIAMI-YODER SENIOR HIGH SCHOOL,38.825128,-104.091889
5864,MIDDLE PARK HIGH SCHOOL,40.091653,-105.938769
5870,MIAMI-YODER JUNIOR HIGH SCHOOL,38.825128,-104.091889
5878,MIDLAND ELEMENTARY SCHOOL,38.837343,-104.862074
5888,MILLER MIDDLE SCHOOL,37.292806,-107.877624
5896,MILLIKEN ELEMENTARY SCHOOL,40.330314,-104.867515
5902,MILLIKEN MIDDLE SCHOOL,40.329719,-104.858105
5916,MINNEQUA ELEMENTARY SCHOOL,38.23657,-104.620651
5930,MINTURN MIDDLE SCHOOL,39.57072,-106.407129
5934,MISSION VIEJO ELEMENTARY SCHOOL,39.647525,-104.80433
5944,MITCHELL ELEMENTARY SCHOOL,39.760443,-105.233204
5948,MITCHELL HIGH SCHOOL,38.849444,-104.752672
5954,MOFFAT ELEMENTARY SCHOOL,37.998565,-105.909579
5956,MOFFAT MIDDLE SCHOOL,37.998565,-105.909579
5958,MOFFAT SENIOR HIGH SCHOOL,37.998565,-105.909579
5962,MOFFAT COUNTY HIGH SCHOOL,40.521696,-107.56266
5972,MOLHOLM ELEMENTARY SCHOOL,39.731251,-105.062833
5982,MONACO ELEMENTARY SCHOOL,39.83488,-104.912686
5985,MONFORT ELEMENTARY SCHOOL,40.404684,-104.75629
5988,MONROE ELEMENTARY SCHOOL,38.831948,-104.766317
5990,70 ONLINE,38.27314,-104.543556
5992,MONROE ELEMENTARY SCHOOL,40.408197,-105.068191
5994,MONTESSORI PEAKS CHARTER ACADEMY,39.606145,-105.108982
5995,MONTBELLO HIGH SCHOOL,39.786644,-104.829559
5997,D C S MONTESSORI CHARTER SCHOOL,39.471233,-104.880382
5998,OAKLAND ELEMENTARY SCHOOL,39.778443,-104.820592
5999,MONARCH HIGH SCHOOL,39.950623,-105.140987
6000,MONARCH K-8 SCHOOL,39.950631,-105.142155
6002,MONTCLAIR ELEMENTARY SCHOOL,39.734408,-104.909338
6018,MONTEREY ELEMENTARY SCHOOL,38.799049,-104.768088
6026,MONTEZUMA-CORTEZ HIGH SCHOOL,37.341499,-108.587467
6036,BILL METZ ELEMENTARY SCHOOL,37.579203,-106.151693
6044,MONTE VISTA MIDDLE SCHOOL,37.574473,-106.096982
6046,MONTE VISTA SENIOR HIGH SCHOOL,37.581748,-106.154442
6054,COLUMBINE MIDDLE SCHOOL,38.47181,-107.864199
6055,CAREER CENTER PRESCHOOL,39.077112,-108.499124
6058,MONTROSE HIGH SCHOOL,38.473819,-107.874109
6060,MOUNTAIN RANGE HIGH SCHOOL,39.924083,-104.996761
6068,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,39.748015,-104.854057
6070,FRUITA MONUMENT HIGH SCHOOL,39.149832,-108.716392
6078,MOORE ELEMENTARY SCHOOL,40.577558,-105.1113139
6088,MOORE K-8 SCHOOL,39.72967,-104.974094
6090,MOORE MIDDLE SCHOOL,39.856318,-105.08836
6098,MOREY MIDDLE SCHOOL,39.738412,-104.977151
6132,MORTON ELEMENTARY SCHOOL,38.300712,-104.631541
6133,MORTENSEN ELEMENTARY SCHOOL,39.570684,-105.108214
6135,MOUNT CARBON ELEMENTARY SCHOOL,39.615006,-105.142619
6138,MOUNTAINSIDE ELEMENTARY SCHOOL,38.745968,-104.805102
6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,39.901252,-105.351246
6140,MOUNTAIN RIDGE MIDDLE SCHOOL,38.965575,-104.775967
6142,MOUNTAIN VALLEY ELEMENTARY SCHOOL,38.084568,-106.136979
6144,MOUNTAIN VALLEY MIDDLE SCHOOL,38.084568,-106.136979
6146,MOUNTAIN VALLEY SENIOR HIGH SCHOOL,38.084568,-106.136979
6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,39.923942,-105.039571
6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,39.456092,-104.729435
6156,MOUNTAIN VIEW ELEMENTARY SCHOOL,40.183444,-105.114886
6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,38.978441,-104.77661
6160,MRACHEK MIDDLE SCHOOL,39.681554,-104.781562
6162,MOUNTAIN VISTA COMMUNITY SCHOOL,38.811299,-104.780941
6163,MOUNTAIN VIEW HIGH SCHOOL,40.40622,-105.028869
6164,MOUNTAIN RIDGE MIDDLE SCHOOL,39.523167,-104.963934
6165,MOUNTAIN VISTA HIGH SCHOOL,39.523243,-104.963964
6166,MOUNT GARFIELD MIDDLE SCHOOL,39.097481,-108.408464
6188,MUNROE ELEMENTARY SCHOOL,39.707667,-105.032045
6189,MURPHY CREEK K-8 SCHOOL,39.69116,-104.711991
6194,NAMAQUA ELEMENTARY SCHOOL,40.393994,-105.125197
6195,NEW VISTA HIGH SCHOOL,40.000287,-105.267751
6196,NATURITA ELEMENTARY & MIDDLE SCHOOL,38.217213,-108.569524
6208,NEDERLAND ELEMENTARY SCHOOL,39.969432,-105.51637
6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,39.952411,-105.527528
6220,NEW VISION CHARTER SCHOOL,40.392752,-105.043636
6222,NEEDHAM ELEMENTARY SCHOOL,37.29047,-107.877854
6224,NEVIN PLATT MIDDLE SCHOOL,40.003629,-105.210195
6239,NOEL COMMUNITY ARTS SCHOOL,39.788711,-104.802121
6254,NEWLON ELEMENTARY SCHOOL,39.721779,-105.045483
6261,NEW AMERICA SCHOOL,39.699932,-104.91058
6262,PEAK VIRTUAL ACADEMY,38.468563,-107.876807
6264,NISLEY ELEMENTARY SCHOOL,39.08315,-108.519837
6274,NIWOT ELEMENTARY SCHOOL,40.103955,-105.172429
6276,NIWOT HIGH SCHOOL,40.103955,-105.172429
6286,NORMANDY ELEMENTARY SCHOOL,39.593899,-105.065423
6294,NORTH ELEMENTARY SCHOOL,39.988363,-104.81543
6298,NORTH FORK MONTESSORI SCHOOL,38.790827,-107.696715
6306,NORTH MIDDLE SCHOOL,38.84761,-104.813761
6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,39.747418,-104.8476
6314,NORTH HIGH SCHOOL,39.759556,-105.023607
6315,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,39.857997,-104.959076
6330,NORTH ARVADA MIDDLE SCHOOL,39.828714,-105.072105
6338,PATRIOT ELEMENTARY SCHOOL,38.732814,-104.804108
6342,SHADOW RIDGE MIDDLE SCHOOL,39.921354,-104.921899
6344,HERITAGE MIDDLE SCHOOL,40.181263,-105.085808
6350,BRUCE RANDOLPH SCHOOL,39.771962,-104.949877
6354,NORTH MESA ELEMENTARY SCHOOL,38.2487,-104.516347
6355,NORTH MOR ELEMENTARY SCHOOL,39.868995,-104.992343
6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,40.731445,-106.280309
6362,NORTH ELEMENTARY SCHOOL,38.76123,-104.745646
6363,NORTH ROUTT CHARTER SCHOOL,40.707881,-106.924007
6364,NORTHRIDGE HIGH SCHOOL,40.43695,-104.792441
6365,SKYVIEW ACADEMY,39.561763,-104.915377
6366,NORTHSIDE ELEMENTARY SCHOOL,38.484287,-107.880173
6376,NORTH STAR ELEMENTARY SCHOOL,39.855194,-104.993321
6394,NORTHEAST ACADEMY CHARTER SCHOOL,39.78607,-104.847145
6395,NORTHEAST ELEMENTARY SCHOOL,39.992308,-104.802967
6396,NORTHEAST ELEMENTARY SCHOOL,39.459193,-104.758936
6397,ACADEMIA ANA MARIE SANDOVAL,39.767493,-105.014363
6398,NORTHGLENN MIDDLE SCHOOL,39.895951,-104.97298
6402,NORTHGLENN HIGH SCHOOL,39.878603,-104.99427
6404,NORTHRIDGE ELEMENTARY SCHOOL,40.193165,-105.109208
6406,NORTHRIDGE ELEMENTARY SCHOOL,39.543743,-104.946339
6418,NORWOOD ELEMENTARY SCHOOL,38.131767,-108.294234
6422,NORWOOD HIGH SCHOOL,38.131767,-108.294234
6436,NUCLA HIGH SCHOOL,38.270151,-108.547903
6460,OAK CREEK ELEMENTARY SCHOOL,38.782922,-104.818126
6466,OAK GROVE ELEMENTARY SCHOOL,38.460246,-107.929677
6470,OBERON JUNIOR HIGH SCHOOL,39.828539,-105.123398
6474,O'CONNELL MIDDLE SCHOOL,39.696303,-105.077776
6476,O'DEA ELEMENTARY SCHOOL,40.554355,-105.073599
6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,39.748607,-104.912028
6482,OLANDER ELEMENTARY SCHOOL,40.539908,-105.11946
6483,ODYSSEY ELEMENTARY SCHOOL,38.906265,-104.711304
